"obv"	"datetime"	"temp"	"date"	"time"	"datetimew"
"228"	1064	"6/12/15 8:45"	29.49	"6/12/15"	"8:45"	2015-06-12 08:45:00
"229"	1065	"6/12/15 9:00"	29.464	"6/12/15"	"9:00"	2015-06-12 09:00:00
"230"	1066	"6/12/15 9:15"	29.464	"6/12/15"	"9:15"	2015-06-12 09:15:00
"231"	1067	"6/12/15 9:30"	29.439	"6/12/15"	"9:30"	2015-06-12 09:30:00
"232"	1068	"6/12/15 9:45"	29.49	"6/12/15"	"9:45"	2015-06-12 09:45:00
"233"	1069	"6/12/15 10:00"	29.515	"6/12/15"	"10:00"	2015-06-12 10:00:00
"234"	1070	"6/12/15 10:15"	29.49	"6/12/15"	"10:15"	2015-06-12 10:15:00
"235"	1071	"6/12/15 10:30"	29.464	"6/12/15"	"10:30"	2015-06-12 10:30:00
"236"	1072	"6/12/15 10:45"	29.464	"6/12/15"	"10:45"	2015-06-12 10:45:00
"237"	1073	"6/12/15 11:00"	29.515	"6/12/15"	"11:00"	2015-06-12 11:00:00
"238"	1074	"6/12/15 11:15"	29.54	"6/12/15"	"11:15"	2015-06-12 11:15:00
"239"	1075	"6/12/15 11:30"	29.565	"6/12/15"	"11:30"	2015-06-12 11:30:00
"240"	1076	"6/12/15 11:45"	29.54	"6/12/15"	"11:45"	2015-06-12 11:45:00
"241"	1077	"6/12/15 12:00"	29.64	"6/12/15"	"12:00"	2015-06-12 12:00:00
"242"	1078	"6/12/15 12:15"	29.84	"6/12/15"	"12:15"	2015-06-12 12:15:00
"243"	1079	"6/12/15 12:30"	29.941	"6/12/15"	"12:30"	2015-06-12 12:30:00
"244"	1080	"6/12/15 12:45"	29.89	"6/12/15"	"12:45"	2015-06-12 12:45:00
"245"	1081	"6/12/15 13:00"	29.765	"6/12/15"	"13:00"	2015-06-12 13:00:00
"246"	1082	"6/12/15 13:15"	29.59	"6/12/15"	"13:15"	2015-06-12 13:15:00
"247"	1083	"6/12/15 13:30"	29.49	"6/12/15"	"13:30"	2015-06-12 13:30:00
"248"	1084	"6/12/15 13:45"	29.565	"6/12/15"	"13:45"	2015-06-12 13:45:00
"249"	1085	"6/12/15 14:00"	29.615	"6/12/15"	"14:00"	2015-06-12 14:00:00
"250"	1086	"6/12/15 14:15"	29.69	"6/12/15"	"14:15"	2015-06-12 14:15:00
"251"	1087	"6/12/15 14:30"	29.69	"6/12/15"	"14:30"	2015-06-12 14:30:00
"252"	1088	"6/12/15 14:45"	29.64	"6/12/15"	"14:45"	2015-06-12 14:45:00
"253"	1089	"6/12/15 15:00"	29.64	"6/12/15"	"15:00"	2015-06-12 15:00:00
"254"	1090	"6/12/15 15:15"	29.615	"6/12/15"	"15:15"	2015-06-12 15:15:00
"255"	1091	"6/12/15 15:30"	29.565	"6/12/15"	"15:30"	2015-06-12 15:30:00
"256"	1092	"6/12/15 15:45"	29.54	"6/12/15"	"15:45"	2015-06-12 15:45:00
"257"	1093	"6/12/15 16:00"	29.64	"6/12/15"	"16:00"	2015-06-12 16:00:00
"258"	1094	"6/12/15 16:15"	29.615	"6/12/15"	"16:15"	2015-06-12 16:15:00
"259"	1095	"6/12/15 16:30"	29.69	"6/12/15"	"16:30"	2015-06-12 16:30:00
"260"	1096	"6/12/15 16:45"	29.765	"6/12/15"	"16:45"	2015-06-12 16:45:00
"261"	1097	"6/12/15 17:00"	29.765	"6/12/15"	"17:00"	2015-06-12 17:00:00
"262"	1098	"6/12/15 17:15"	29.59	"6/12/15"	"17:15"	2015-06-12 17:15:00
"263"	1099	"6/12/15 17:30"	29.365	"6/12/15"	"17:30"	2015-06-12 17:30:00
"264"	1100	"6/12/15 17:45"	29.265	"6/12/15"	"17:45"	2015-06-12 17:45:00
"265"	1101	"6/12/15 18:00"	29.265	"6/12/15"	"18:00"	2015-06-12 18:00:00
"266"	1102	"6/12/15 18:15"	29.24	"6/12/15"	"18:15"	2015-06-12 18:15:00
"267"	1103	"6/12/15 18:30"	29.24	"6/12/15"	"18:30"	2015-06-12 18:30:00
"268"	1104	"6/12/15 18:45"	29.365	"6/12/15"	"18:45"	2015-06-12 18:45:00
"269"	1105	"6/12/15 19:00"	29.464	"6/12/15"	"19:00"	2015-06-12 19:00:00
"270"	1106	"6/12/15 19:15"	29.54	"6/12/15"	"19:15"	2015-06-12 19:15:00
"271"	1107	"6/12/15 19:30"	29.54	"6/12/15"	"19:30"	2015-06-12 19:30:00
"272"	1108	"6/12/15 19:45"	29.74	"6/12/15"	"19:45"	2015-06-12 19:45:00
"273"	1109	"6/12/15 20:00"	29.89	"6/12/15"	"20:00"	2015-06-12 20:00:00
"274"	1110	"6/12/15 20:15"	29.89	"6/12/15"	"20:15"	2015-06-12 20:15:00
"275"	1111	"6/12/15 20:30"	30.041	"6/12/15"	"20:30"	2015-06-12 20:30:00
"276"	1112	"6/12/15 20:45"	30.091	"6/12/15"	"20:45"	2015-06-12 20:45:00
"277"	1113	"6/12/15 21:00"	30.117	"6/12/15"	"21:00"	2015-06-12 21:00:00
"278"	1114	"6/12/15 21:15"	30.167	"6/12/15"	"21:15"	2015-06-12 21:15:00
"279"	1115	"6/12/15 21:30"	30.217	"6/12/15"	"21:30"	2015-06-12 21:30:00
"280"	1116	"6/12/15 21:45"	30.293	"6/12/15"	"21:45"	2015-06-12 21:45:00
