Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
1992,yircr13s,0.3429,1.4103,0.4834,y,ir,yircr,s,-1.07031642,0.045536221,-1.218326616,0.343802448,-0.105996828,0.33202077,-0.726910811,0.017949209,-0.88850795
1991,yircr13s,0.3161,1.4173,0.4476,y,ir,yircr,s,-1.15169666,-0.122362551,-1.124569913,0.348753653,-0.066326317,0.343057061,-0.803855303,-0.142763636,-0.783083262
1990,yircr13s,0.3161,1.4002,0.4411,y,ir,yircr,s,-1.15169666,-0.122362551,-1.08115486,0.336615084,-0.163584098,0.345834463,-0.818483672,-0.1733177,-0.737222275
1989,yircr13s,0.3906,1.4221,0.5547,y,ir,yircr,s,-0.940071261,0.314250127,-1.08115486,0.352134652,-0.039236759,0.351154097,-0.589327852,0.305316742,-0.731097772
1988,yircr13s,0.3161,1.4401,0.4559,y,ir,yircr,s,-1.15169666,-0.122362551,-1.051124494,0.364712556,0.061541092,0.353833392,-0.785481792,-0.104387151,-0.695645264
1987,yircr13s,0.3459,1.4115,0.4906,y,ir,yircr,s,-1.061605563,0.063507931,-1.019556205,0.344652969,-0.099182204,0.345863184,-0.712126147,0.048829722,-0.672211253
1986,yircr13s,0.4294,1.3885,0.5951,y,ir,yircr,s,-0.845366394,0.50963946,-0.986647296,0.328224028,-0.2308157,0.331484374,-0.51902582,0.452155577,-0.654069574
1985,yircr13s,0.3489,1.3793,0.4814,y,ir,yircr,s,-1.052969931,0.081324444,-1.023065592,0.321576124,-0.284080654,0.343293025,-0.731056754,0.009289638,-0.67969336
1984,yircr13s,0.3101,1.4624,0.4543,y,ir,yircr,s,-1.170860453,-0.161900126,-1.187238535,0.380078922,0.184660926,0.360121806,-0.788997506,-0.111730372,-0.826765626
1983,yircr13s,0.2624,1.4604,0.3828,y,ir,yircr,s,-1.337885222,-0.506495491,-1.104423814,0.378710371,0.173695694,0.356012381,-0.960242619,-0.46940756,-0.747463188
1982,yircr13s,0.4473,1.3624,0.6107,y,ir,yircr,s,-0.804525769,0.593899358,-1.117467289,0.30924785,-0.382858401,0.334523853,-0.493149439,0.506203201,-0.782232985
1981,yircr13s,0.2982,1.3711,0.4093,y,ir,yircr,s,-1.209990877,-0.242631641,-0.984862635,0.315613337,-0.331856251,0.323572608,-0.893306895,-0.329599883,-0.660946615
1980,yircr13s,0.3906,1.4132,0.5508,y,ir,yircr,s,-0.940071261,0.314250127,-1.133592401,0.345856637,-0.089538065,0.347638525,-0.596383512,0.290579687,-0.787002591
1979,yircr13s,0.2863,1.4644,0.4184,y,ir,yircr,s,-1.250715067,-0.326651318,-1.183934294,0.381445602,0.195611171,0.352393787,-0.871317366,-0.283670672,-0.832760252
1978,yircr13s,0.2564,1.3908,0.3568,y,ir,yircr,s,-1.361016554,-0.554218651,-1.083589825,0.329879121,-0.217554606,0.336228271,-1.030579878,-0.616319974,-0.746303209
1977,yircr13s,0.5278,1.3463,0.7139,y,ir,yircr,s,-0.639037855,0.935323977,-0.864210845,0.297360089,-0.478106633,0.309213352,-0.337012382,0.832324408,-0.553719425
1976,yircr13s,0.5529,1.3504,0.7456,y,ir,yircr,s,-0.592578126,1.03117687,-0.808436158,0.300400845,-0.453743205,0.307579597,-0.293566016,0.923070205,-0.500074707
1975,yircr13s,0.3031,1.384,0.4191,y,ir,yircr,s,-1.193692495,-0.209005809,-0.921656271,0.324977857,-0.256824971,0.316881845,-0.869645724,-0.280179137,-0.605392377
1974,yircr13s,0.3758,1.3844,0.5205,y,ir,yircr,s,-0.978698192,0.234557387,-1.058533964,0.325266833,-0.254509613,0.340510782,-0.652965391,0.172397936,-0.718095658
1973,yircr13s,0.3667,1.4496,0.5317,y,ir,yircr,s,-1.003211204,0.183983628,-0.95856835,0.371287656,0.114222728,0.34822431,-0.631675858,0.216865074,-0.610019439
1972,yircr13s,0.4091,1.4164,0.5796,y,ir,yircr,s,-0.893795654,0.409723149,-0.892922232,0.348118441,-0.071415821,0.361558005,-0.545417069,0.397032559,-0.530364789
1971,yircr13s,0.4576,1.4409,0.661,y,ir,yircr,s,-0.781759839,0.640868643,-0.901298576,0.365267918,0.065990821,0.366760027,-0.414001439,0.671518481,-0.533577513
1970,yircr13s,0.3576,1.4724,0.5266,y,ir,yircr,s,-1.028340236,0.132138935,-1.032726463,0.386893723,0.239263109,0.38919236,-0.641314032,0.196733961,-0.642928735
1969,yircr13s,0.2758,1.515,0.4175,y,ir,yircr,s,-1.288079314,-0.403738964,-1.112135173,0.415415439,0.46778747,0.403146516,-0.873470735,-0.288168381,-0.709152854
1968,yircr13s,0.3606,1.5025,0.5419,y,ir,yircr,s,-1.019985968,0.149374953,-1.151046815,0.407130387,0.401405206,0.415305446,-0.612673796,0.256554406,-0.736240174
1967,yircr13s,0.3182,1.5271,0.4855,y,ir,yircr,s,-1.145075163,-0.108701481,-1.047919774,0.423370512,0.53152585,0.419829068,-0.722575991,0.027003284,-0.627695079
1966,yircr13s,0.3758,1.5357,0.5782,y,ir,yircr,s,-0.978698192,0.234557387,-1.112598832,0.428986303,0.576521216,0.435156192,-0.547835449,0.391981322,-0.675996827
1965,yircr13s,0.297,1.5732,0.4688,y,ir,yircr,s,-1.21402314,-0.250950762,-1.115756418,0.453111762,0.769821468,0.427717821,-0.757579041,-0.046107079,-0.688447568
1964,yircr13s,0.3152,1.4934,0.4677,y,ir,yircr,s,-1.154547921,-0.1282451,-1.102624856,0.4010554,0.352730622,0.393072423,-0.759928214,-0.051013763,-0.710676038
1963,yircr13s,0.3909,1.3841,0.5409,y,ir,yircr,s,-0.939303506,0.315834111,-1.052204688,0.325050109,-0.256246069,0.342489523,-0.61452086,0.252696471,-0.711672977
1962,yircr13s,0.3455,1.3517,0.4674,y,ir,yircr,s,-1.062762636,0.061120729,-0.98561262,0.30136306,-0.446033659,0.323287006,-0.760569857,-0.052353953,-0.660503298
1961,yircr13s,0.3849,1.4098,0.5453,y,ir,yircr,s,-0.954771719,0.283921034,-0.883948916,0.34344785,-0.108837966,0.339250942,-0.606419177,0.269618339,-0.539853799
1960,yircr13s,0.5303,1.452,0.7768,y,ir,yircr,s,-0.634312395,0.945073259,-0.677157525,0.372941916,0.127477145,0.343514452,-0.252572362,1.008693056,-0.328979518
1959,yircr13s,0.6425,1.3691,0.8799,y,ir,yircr,s,-0.442388462,1.341039067,-0.743749593,0.31415359,-0.343552178,0.313473009,-0.127947014,1.268996214,-0.425342523
1958,yircr13s,0.3152,1.2883,0.4084,y,ir,yircr,s,-1.154547921,-0.1282451,-0.822910625,0.25332352,-0.830940546,0.27308233,-0.895508193,-0.3341977,-0.546423682
1957,yircr13s,0.4182,1.2863,0.5402,y,ir,yircr,s,-0.871795492,0.455112548,-1.009942452,0.25176988,-0.843388764,0.260402945,-0.615815838,0.24999167,-0.745320626
1956,yircr13s,0.3666,1.318,0.4845,y,ir,yircr,s,-1.003483944,0.183420929,-0.92490435,0.276115436,-0.648325026,0.282161497,-0.724637848,0.022696714,-0.640746133
1955,yircr13s,0.4068,1.3752,0.5589,y,ir,yircr,s,-0.899433615,0.398091251,-0.952389932,0.318599175,-0.307932843,0.308652973,-0.581784713,0.321071988,-0.642974967
1954,yircr13s,0.3851,1.3927,0.5366,y,ir,yircr,s,-0.954252238,0.284992795,-0.872132499,0.331244309,-0.206616319,0.356228463,-0.622502341,0.236025667,-0.51705104
1953,yircr13s,0.4664,1.5202,0.7069,y,ir,yircr,s,-0.762711644,0.680167722,-1.00095669,0.418841905,0.495241323,0.39883377,-0.346866066,0.811743163,-0.603053723
1952,yircr13s,0.2764,1.5627,0.4318,y,ir,yircr,s,-1.285906187,-0.399255501,-1.206118126,0.446415094,0.716165806,0.443269431,-0.839792761,-0.217825685,-0.763595432
1951,yircr13s,0.2081,1.5913,0.3315,y,ir,yircr,s,-1.569736546,-0.984837068,-1.460553012,0.464551292,0.861478344,0.463846322,-1.104127469,-0.769937762,-0.996488599
1950,yircr13s,0.2174,1.617,0.3515,y,ir,yircr,s,-1.526016304,-0.89463612,-1.309464003,0.480572581,0.989845607,0.491956588,-1.045545568,-0.647578592,-0.816385941
1949,yircr13s,0.4349,1.7002,0.7412,y,ir,yircr,s,-0.832639159,0.535897517,-1.267526313,0.530745891,1.391848894,0.509461528,-0.299484785,0.910707758,-0.757713554
1948,yircr13s,0.236,1.6771,0.3953,y,ir,yircr,s,-1.443923474,-0.725267176,-1.210582,0.517066111,1.282242484,0.512743606,-0.928110309,-0.402293268,-0.699956313
1947,yircr13s,0.2579,1.633,0.418,y,ir,yircr,s,-1.355183366,-0.542183972,-1.205787944,0.490418814,1.068736518,0.490615892,-0.872273846,-0.285668458,-0.719305536
1946,yircr13s,0.4412,1.591,0.6994,y,ir,yircr,s,-0.818256992,0.565569933,-1.094843389,0.464362749,0.859967683,0.479562699,-0.357532454,0.789464431,-0.620494053
1945,yircr13s,0.3292,1.6224,0.5317,y,ir,yircr,s,-1.11108981,-0.038584964,-0.993056309,0.483906534,1.016558224,0.435687328,-0.631675858,0.216865074,-0.561185405
1944,yircr13s,0.35,1.4316,0.4994,y,ir,yircr,s,-1.049822124,0.087818806,-1.129043449,0.3587927,0.014109471,0.403279743,-0.694347901,0.085962887,-0.726524821
1943,yircr13s,0.2934,1.4436,0.4259,y,ir,yircr,s,-1.226218413,-0.276111309,-1.043118823,0.367139994,0.080990439,0.377354749,-0.853550702,-0.246561698,-0.668078681
1942,yircr13s,0.426,1.501,0.6336,y,ir,yircr,s,-0.853315933,0.493238453,-1.133971794,0.406131553,0.393402249,0.395303619,-0.456337438,0.583091892,-0.739899969
1941,yircr13s,0.2665,1.5108,0.4026,y,ir,yircr,s,-1.322381035,-0.474508194,-1.057461546,0.412639312,0.445544325,0.405647592,-0.909811766,-0.364073366,-0.656241562
1940,yircr13s,0.3691,1.4891,0.5474,y,ir,yircr,s,-0.996687669,0.19744259,-1.022717172,0.398171911,0.329627262,0.402389437,-0.602575482,0.277646608,-0.620553692
1939,yircr13s,0.4728,1.4864,0.7052,y,ir,yircr,s,-0.749082813,0.708285899,-0.932245372,0.396357089,0.315086379,0.395838862,-0.349273828,0.806714104,-0.535194496
1938,yircr13s,0.3496,1.4814,0.5201,y,ir,yircr,s,-1.050965635,0.085459585,-1.012985941,0.392987587,0.288088937,0.409285879,-0.653734178,0.170792181,-0.601024157
1937,yircr13s,0.2897,1.5504,0.4493,y,ir,yircr,s,-1.238909374,-0.30229453,-1.253328619,0.438512962,0.652851603,0.416736961,-0.800064463,-0.134845765,-0.835876262
1936,yircr13s,0.2299,1.52,0.3486,y,ir,yircr,s,-1.470110847,-0.779295375,-1.240240379,0.418710335,0.494187143,0.429863319,-1.053830146,-0.664882471,-0.810821295
1935,yircr13s,0.3636,1.5409,0.5607,y,ir,yircr,s,-1.011700917,0.166468168,-1.249219991,0.432366661,0.603605638,0.416371529,-0.578569276,0.327788024,-0.835210221
1934,yircr13s,0.282,1.4889,0.4176,y,ir,yircr,s,-1.265848208,-0.357873096,-1.185295448,0.398037592,0.328551064,0.414898983,-0.873231242,-0.287668157,-0.771753879
1933,yircr13s,0.2785,1.5133,0.4217,y,ir,yircr,s,-1.27833722,-0.383639667,-1.28253677,0.414292697,0.45879173,0.403992837,-0.863461118,-0.26726144,-0.879693396
1932,yircr13s,0.2716,1.4913,0.4056,y,ir,yircr,s,-1.303424883,-0.435399012,-1.388186028,0.399648223,0.341455908,0.390468517,-0.902387827,-0.348567092,-0.996901653
1931,yircr13s,0.2054,1.4297,0.2938,y,ir,yircr,s,-1.582795981,-1.011780504,-1.384023024,0.357464632,0.003468602,0.380133506,-1.224856015,-1.022101727,-1.004092728
1930,yircr13s,0.282,1.4671,0.4127,y,ir,yircr,s,-1.265848208,-0.357873096,-1.449742566,0.383287663,0.210370304,0.367537922,-0.885034342,-0.312321121,-1.082587787
1929,yircr13s,0.223,1.436,0.3205,y,ir,yircr,s,-1.500583508,-0.842164718,-1.273803322,0.361861471,0.038697362,0.370555164,-1.137873003,-0.840421568,-0.901836771
1928,yircr13s,0.3482,1.4427,0.5053,y,ir,yircr,s,-1.054978252,0.077180998,-1.238718613,0.366516358,0.075993686,0.359349433,-0.682602967,0.110494361,-0.876344667
1927,yircr13s,0.3133,1.4186,0.4455,y,ir,yircr,s,-1.160594081,-0.14071917,-1.064579489,0.34967047,-0.058980513,0.344224997,-0.808558032,-0.152586159,-0.717538578
1926,yircr13s,0.376,1.3723,0.5161,y,ir,yircr,s,-0.978166136,0.235655093,-0.992928198,0.316488164,-0.324846881,0.344432876,-0.661454734,0.154666369,-0.649027098
1925,yircr13s,0.4317,1.4436,0.6206,y,ir,yircr,s,-0.840024376,0.520660785,-1.086243296,0.367139994,0.080990439,0.351109303,-0.477068527,0.539791168,-0.736766299
1924,yircr13s,0.2368,1.4473,0.3424,y,ir,yircr,s,-1.440539376,-0.71828531,-1.013925221,0.369699752,0.10149997,0.353698266,-1.071775635,-0.702364953,-0.662346365
1923,yircr13s,0.4671,1.383,0.6452,y,ir,yircr,s,-0.761211911,0.683261879,-1.039514048,0.324255053,-0.262616292,0.33053732,-0.438194933,0.620985881,-0.710203686
1922,yircr13s,0.3998,1.3467,0.5376,y,ir,yircr,s,-0.916790857,0.362280843,-0.818902612,0.297657155,-0.475726449,0.345885875,-0.62064049,0.239914489,-0.47485037
1921,yircr13s,0.459,1.5155,0.6937,y,ir,yircr,s,-0.778705069,0.647171059,-0.894785784,0.415745418,0.470431355,0.386093561,-0.365715689,0.772372229,-0.51076366
1920,yircr13s,0.372,1.5603,0.5793,y,ir,yircr,s,-0.988861425,0.213589222,-0.830184839,0.44487811,0.703851039,0.421918416,-0.545934801,0.395951179,-0.409610011
1919,yircr13s,0.4853,1.4995,0.7282,y,ir,yircr,s,-0.722988023,0.762123087,-0.921893198,0.405131719,0.38539129,0.4322696,-0.317179543,0.873748972,-0.491437647
1918,yircr13s,0.3486,1.5633,0.5427,y,ir,yircr,s,-1.053830146,0.0795497,-1.046074938,0.446798972,0.719241542,0.437736288,-0.611198598,0.259635632,-0.611737905
1917,yircr13s,0.2563,1.5861,0.4038,y,ir,yircr,s,-1.361406646,-0.555023464,-1.10818397,0.461278173,0.835253152,0.418567084,-0.906835573,-0.357857036,-0.693384363
1916,yircr13s,0.4028,1.4157,0.57,y,ir,yircr,s,-0.909315118,0.377704333,-1.091674791,0.347624108,-0.075376561,0.378056371,-0.562118918,0.362147648,-0.715737686
1915,yircr13s,0.3663,1.3844,0.5075,y,ir,yircr,s,-1.004302609,0.181731907,-0.924509375,0.325266833,-0.254509613,0.333584934,-0.678258568,0.119568444,-0.590241925
1914,yircr13s,0.4232,1.388,0.5884,y,ir,yircr,s,-0.859910398,0.479633152,-0.904827315,0.327863862,-0.233701453,0.315739072,-0.53034829,0.428506498,-0.58779479
1913,yircr13s,0.4273,1.3419,0.5742,y,ir,yircr,s,-0.850268936,0.499524831,-1.018571901,0.29408652,-0.504335427,0.306015651,-0.554777511,0.377481538,-0.711839839
1912,yircr13s,0.2604,1.3446,0.3498,y,ir,yircr,s,-1.345536369,-0.522280872,-1.085803623,0.296096571,-0.488230309,0.291436282,-1.050393716,-0.65770485,-0.794117468
1911,yircr13s,0.3459,1.3286,0.4597,y,ir,yircr,s,-1.061605563,0.063507931,-1.129857489,0.284125756,-0.58414399,0.288617432,-0.777181176,-0.087049775,-0.840707685
1910,yircr13s,0.3744,1.3306,0.4993,y,ir,yircr,s,-0.982430534,0.226857044,-1.119646821,0.285629968,-0.572091802,0.299806373,-0.694548161,0.085544606,-0.819212712
1909,yircr13s,0.2685,1.3905,0.3731,y,ir,yircr,s,-1.314904365,-0.459082782,-1.14866745,0.329663395,-0.219283069,0.307646682,-0.985908799,-0.523016137,-0.84022848
2014,yircr16s,0.2786,1.3481,0.375,y,ir,yircr,s,-1.277978218,-0.394953036,NA,0.298696194,0.313574708,NA,-0.980829253,-0.310019409,NA
2013,yircr16s,0.2212,1.2929,0.2859,y,ir,yircr,s,-1.508688009,-0.769673371,-1.328439957,0.256887757,0.101021662,0.265155539,-1.25211318,-0.767826124,-1.062831293
2012,yircr16s,0.3016,1.2711,0.3846,y,ir,yircr,s,-1.198653643,-0.266113549,-1.192090604,0.239882667,0.01456821,0.218863572,-0.955551446,-0.267361704,-0.970489462
2011,yircr16s,0.4194,1.1733,0.4947,y,ir,yircr,s,-0.868930161,0.269425461,-0.985744201,0.159820291,-0.392466908,0.184370168,-0.703803761,0.157476517,-0.800284216
2010,yircr16s,0.4108,1.1658,0.4764,y,ir,yircr,s,-0.889648801,0.235774112,-0.902034132,0.153407547,-0.425069142,0.168939662,-0.741497442,0.093866334,-0.72851333
2009,yircr16s,0.3877,1.2136,0.477,y,ir,yircr,s,-0.947523434,0.141773758,-0.96472095,0.193591149,-0.220776712,0.191218689,-0.740238788,0.095990381,-0.768027116
2008,yircr16s,0.3475,1.2544,0.4394,y,ir,yircr,s,-1.056990614,-0.036023543,-1.150186138,0.226657371,-0.052668868,0.220410663,-0.822345119,-0.042568619,-0.921630477
2007,yircr16s,0.2355,1.2725,0.3005,y,ir,yircr,s,-1.446044366,-0.66792716,-1.374006102,0.240983469,0.02016466,0.239284888,-1.202307525,-0.683776311,-1.128556399
2006,yircr16s,0.1981,1.2843,0.2564,y,ir,yircr,s,-1.618983325,-0.948815736,-1.520378973,0.250213823,0.067091546,0.238619897,-1.361016554,-0.951606625,-1.2784063
2005,yircr16s,0.224,1.2519,0.2803,y,ir,yircr,s,-1.496109227,-0.749242832,-1.618973218,0.224662397,-0.062811263,0.236280337,-1.271894821,-0.801208743,-1.379179641
2004,yircr16s,0.1752,1.2636,0.2221,y,ir,yircr,s,-1.7418271,-1.148339389,-1.463421966,0.23396479,-0.015518131,0.228401612,-1.504627548,-1.193958165,-1.230354877
2003,yircr16s,0.3159,1.2543,0.4007,y,ir,yircr,s,-1.152329571,-0.190873693,-1.336909762,0.226577648,-0.053074176,0.209644696,-0.914542261,-0.198156424,-1.122059171
2002,yircr16s,0.3274,1.1834,0.3879,y,ir,yircr,s,-1.116572614,-0.132797012,-1.013409049,0.168391651,-0.348890329,0.193677947,-0.947007705,-0.252943665,-0.815400517
2001,yircr16s,0.4624,1.2045,0.5573,y,ir,yircr,s,-0.771324962,0.427956456,-0.913972661,0.186064543,-0.259041789,0.153238902,-0.584651584,0.358552441,-0.761023793
2000,yircr16s,0.4257,1.111,0.4717,y,ir,yircr,s,-0.854020406,0.293641981,-0.877643119,0.105260511,-0.669847469,0.128423556,-0.751412089,0.077134815,-0.748707952
1999,yircr16s,0.3651,1.0985,0.4025,y,ir,yircr,s,-1.00758399,0.044223015,-0.916841061,0.093945613,-0.727372127,0.093288009,-0.910060182,-0.190592666,-0.821626949
1998,yircr16s,0.4111,1.084,0.4478,y,ir,yircr,s,-0.888918785,0.236959808,-0.923883855,0.080657903,-0.794926512,0.088209006,-0.803408575,-0.010612147,-0.830651995
1997,yircr16s,0.4168,1.0942,0.4591,y,ir,yircr,s,-0.875148789,0.259325125,-0.929221719,0.090023503,-0.747312037,0.082053289,-0.778487228,0.031444012,-0.840741037
1996,yircr16s,0.3593,1.0784,0.3905,y,ir,yircr,s,-1.023597585,0.018213631,-0.915637092,0.075478461,-0.821258665,0.092407404,-0.94032731,-0.241670127,-0.818428948
1995,yircr16s,0.4282,1.1182,0.4788,y,ir,yircr,s,-0.848164903,0.303152527,-0.882836231,0.11172025,-0.637006318,0.08836175,-0.736472305,0.102346531,-0.793063126
1994,yircr16s,0.4599,1.081,0.4954,y,ir,yircr,s,-0.776746204,0.419151238,-0.788383298,0.077886539,-0.809016059,0.097267434,-0.702389762,0.159862718,-0.699073807
1993,yircr16s,0.477,1.1076,0.5177,y,ir,yircr,s,-0.740238788,0.47844682,-0.821159078,0.102195512,-0.685429844,0.078158512,-0.658359355,0.234166479,-0.748190886
1992,yircr16s,0.3881,1.0559,0.4132,y,ir,yircr,s,-0.946492241,0.143448629,-0.858712144,0.054393484,-0.928454162,0.079942198,-0.883823542,-0.146316876,-0.78193827
1991,yircr16s,0.4109,1.0868,0.4477,y,ir,yircr,s,-0.889405403,0.23616944,-0.894609679,0.083237599,-0.781811404,0.070912852,-0.803631914,-0.010989044,-0.820170673
1990,yircr16s,0.4283,1.078,0.4616,y,ir,yircr,s,-0.847931394,0.303531793,-0.864020725,0.075107472,-0.823144762,0.072927147,-0.773056564,0.04060856,-0.789223006
1989,yircr16s,0.4254,1.0623,0.4534,y,ir,yircr,s,-0.854725376,0.292496964,-0.859348504,0.060436369,-0.897732286,0.060936345,-0.790980541,0.010360851,-0.796829044
1988,yircr16s,0.4167,1.0484,0.4376,y,ir,yircr,s,-0.875388741,0.258935394,-0.8526454,0.047265192,-0.964694217,0.071437099,-0.826450028,-0.049495881,-0.779247806
1987,yircr16s,0.437,1.1125,0.4866,y,ir,yircr,s,-0.827822084,0.336193465,-0.857221409,0.106609735,-0.662988046,0.083001091,-0.720312849,0.129616513,-0.770898609
1986,yircr16s,0.4196,1.0998,0.4649,y,ir,yircr,s,-0.868453402,0.270199815,-0.932163019,0.095128345,-0.721359146,0.089674276,-0.76593295,0.052630054,-0.840346192
1985,yircr16s,0.3328,1.0696,0.3553,y,ir,yircr,s,-1.10021357,-0.106226547,-0.997885707,0.067284747,-0.862915304,0.062953421,-1.034792776,-0.401085856,-0.932019888
1984,yircr16s,0.3588,1.0268,0.3696,y,ir,yircr,s,-1.024990149,0.01595182,-1.118392775,0.02644717,-1.070532523,0.063740513,-0.995333939,-0.334496874,-1.054754187
1983,yircr16s,0.2923,1.1024,0.3217,y,ir,yircr,s,-1.229974607,-0.316985262,-1.067410097,0.097489621,-0.709354477,0.073354939,-1.134135845,-0.568732809,-0.990991615
1982,yircr16s,0.3878,1.1009,0.4302,y,ir,yircr,s,-0.947265536,0.142192638,-0.894968034,0.096128027,-0.716276788,0.103028966,-0.843505062,-0.078277199,-0.789833004
1981,yircr16s,0.6019,1.1224,0.6758,y,ir,yircr,s,-0.50766396,0.856196358,-0.891677228,0.11546925,-0.617946495,0.100418383,-0.391858105,0.683902161,-0.789625836
1980,yircr16s,0.2952,1.0938,0.3219,y,ir,yircr,s,-1.220102186,-0.300950412,-0.798935417,0.089657872,-0.749170895,0.109350823,-1.133514341,-0.567683987,-0.690435749
1979,yircr16s,0.5122,1.1308,0.5793,y,ir,yircr,s,-0.669040105,0.594088181,-0.912357895,0.122925347,-0.580039884,0.111216582,-0.545934801,0.423889167,-0.801844274
1978,yircr16s,0.4283,1.1287,0.4838,y,ir,yircr,s,-0.847931394,0.303531793,-0.8092591,0.121066528,-0.589490073,0.114008538,-0.726083681,0.119877912,-0.69630549
1977,yircr16s,0.4022,1.103,0.4418,y,ir,yircr,s,-0.910805802,0.201410774,-0.897052437,0.09803374,-0.706588189,0.124911853,-0.816897988,-0.033376282,-0.773605219
1976,yircr16s,0.3936,1.1684,0.4594,y,ir,yircr,s,-0.932420114,0.166304669,-0.679139215,0.155635292,-0.413743343,0.141727463,-0.777833989,0.032546389,-0.540084978
1975,yircr16s,0.8235,1.1871,0.9748,y,ir,yircr,s,-0.194191729,1.365339981,-0.625231552,0.171513358,-0.333019649,0.162067193,-0.025522957,1.302113097,-0.464709353
1974,yircr16s,0.4728,1.1724,0.5539,y,ir,yircr,s,-0.749082813,0.464082298,-0.442782987,0.15905293,-0.396368155,0.156137785,-0.590771114,0.348225395,-0.286036963
1973,yircr16s,0.6804,1.1478,0.7852,y,ir,yircr,s,-0.385074418,1.055307084,-0.559973142,0.137847067,-0.504178233,0.146798032,-0.241816817,0.93710518,-0.411868678
1972,yircr16s,0.5794,1.1543,0.6683,y,ir,yircr,s,-0.545762194,0.794316961,-0.576596284,0.1434941,-0.475468859,0.142678515,-0.403018104,0.665069041,-0.431449355
1971,yircr16s,0.4498,1.158,0.5223,y,ir,yircr,s,-0.798952239,0.383084053,-0.79373245,0.146694379,-0.459198718,0.157586668,-0.649513144,0.249094953,-0.63559553
1970,yircr16s,0.3547,1.2003,0.4256,y,ir,yircr,s,-1.036482917,-0.002714809,-0.84553817,0.182571526,-0.276800202,0.181351551,-0.854255341,-0.096418893,-0.663246302
1969,yircr16s,0.496,1.2396,0.6151,y,ir,yircr,s,-0.701179352,0.541887408,-1.018019168,0.214788747,-0.113008654,0.196791486,-0.485970423,0.52508239,-0.821898502
1968,yircr16s,0.2681,1.2129,0.3245,y,ir,yircr,s,-1.316395234,-0.457350202,-1.015304941,0.193014186,-0.223709976,0.195483695,-1.125469743,-0.55410828,-0.820491701
1967,yircr16s,0.3576,1.1956,0.4274,y,ir,yircr,s,-1.028340236,0.010510587,-1.091201661,0.178648151,-0.296746538,0.183771222,-0.850034936,-0.089296725,-0.908407404
