frag,survivedtoend,endtank,treat,normtankpa,pabwrec1,pabwrec2,pabwrec3,normtankt0,t0bwrec1,t0bwrec2,t0bwrec3,normtankt1,t1bwrec1,t1bwrec2,t1bwrec3,normtankt2,t2bwrec1,t2bwrec2,t2bwrec3,normtankt3,t3bwrec1,t3bwrec2,t3bwrec3,pasastan1,pasastan2,pasastan3,pasarec1,pasarec2,pasarec3,t0sastan1,t0sastan2,t0sastan3,t0sarec1,t0sarec2,t0sarec3,t1sastan1,t1sastan2,t1sastan3,t1sarec1,t1sarec2,t1sarec3,t2sastan1,t2sastan2,t2sastan3,t2sarec1,t2sarec2,t2sarec3,t3sastan1,t3sastan2,t3sastan3,t3sarec1,t3sarec2,t3sarec3,blastvol,blaster,hprotplate,hprot1,hprot2,hprot3,hcarbplate,hcarb1,hcarb2,hcarb3,scarbplate,scarb1,scarb2,scarb3,chl630_1,chl630_2,chl630_3,chl663_1,chl663_2,chl663_3,symcount1,symcount2,symcount3,symmit1,symmit2,symmit3,papamrec1,papamrec2,papamrec3,t0pamrec1,t0pamrec2,t0pamrec3,t1pamrec1,t1pamrec2,t1pamrec3,t2pamrec1,t2pamrec2,t2pamrec3,t3pamrec1,t3pamrec2,t3pamrec3,t4pamrec1,t4pamrec2,t4pamrec3,t5pamrec1,t5pamrec2,t5pamrec3,t6pamrec1,t6pamrec2,t6pamrec3,t7pamrec1,t7pamrec2,t7pamrec3,t8pamrec1,t8pamrec2,t8pamrec3,t9pamrec1,t9pamrec2,t9pamrec3
I2G12,yes,4_3,4,NA,NA,NA,NA,4_3,16.425,16.43,16.425,4_3,16.417,16.418,16.417,4_3,16.478,16.481,16.483,4_3,16.514,16.516,16.517,NA,NA,NA,NA,NA,NA,308267,306392,307762,947418,953233,955288,312410,31729,312703,965624,963717,966317,314154,311696,311659,972381,979956,982759,308187,306332,308111,1007095,1003949,1005777,15,Lauren,D4,0.086,0.091,0.091,O11,0.258,0.287,0.157,NA,NA,NA,NA,0.059,0.064,0.063,0.093,0.105,0.105,39,17,12,0,0,0,NA,NA,NA,0.487,0.515,0.481,0.5,0.528,0.5,0.527,0.506,0.526,0.512,0.546,0.563,0.504,0.538,0.473,0.547,0.551,0.537,0.484,0.507,0.489,0.551,0.512,0.515,0.489,0.474,0.471,0.527,0.538,0.52
I2G4,no,4_3,4,4_3,19.55,19.543,19.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297707,298540,298847,1245226,1249769,1254593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544,0.543,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2H4,yes,4_3,4,4_3,34.466,34.472,34.47,4_3,34.56,34.544,34.556,4_3,34.996,34.997,34.996,4_3,35.532,35.53,35.529,4_3,36.412,36.415,36.411,292533,292317,292434,1592413,1591022,1593738,303878,305538,306225,1680464,1686272,1681692,308486,304952,310771,1715804,1717376,1716726,310794,307769,310769,1729848,1742175,1736259,305886,307394,306387,1768135,1766606,1761891,17,Darren,O3,0.105,0.095,0.106,O11,0.25,0.175,0.162,NA,NA,NA,NA,0.072,0.073,0.074,0.136,0.14,0.142,10,34,14,0,0,0,0.47,0.457,0.445,0.5,0.5,0.446,0.429,0.37,0.373,0.492,0.491,0.51,0.518,0.495,0.537,0.464,0.457,0.491,0.468,0.448,0.481,0.44,0.482,0.466,0.439,0.449,0.48,0.486,0.492,0.487,0.497,0.496,0.484
I2I4,yes,4_3,4,4_3,21.294,21.295,21.291,4_3,21.221,21.223,21.224,4_3,21.471,21.472,21.471,4_3,21.795,21.794,21.793,4_3,22.343,22.346,22.342,296934,295193,292362,1137684,1139964,1138997,305862,300860,303808,1149394,1146339,1149302,309564,308846,309664,1210532,1211205,1213659,299541,300359,300619,1227106,1227467,1226986,309235,305814,309484,1280743,1287654,1280788,15,Olivia,O3,0.041,0.028,0.038,O11,0.152,0.096,0.107,NA,NA,NA,NA,0.006,0.015,0.01,0.02,0.03,0.025,6,10,5,0,0,0,0.624,0.621,0.6,0.49,0.477,0.5,0.453,0.5,0.477,0.517,0.506,0.506,0.534,0.524,0.522,0.461,0.459,0.477,0.498,0.467,0.5,0.468,0.431,0.44,0.477,0.493,0.477,0.444,0.417,0.493,0.479,0.515,0.515
I3G4,yes,4_3,4,4_3,15.565,15.563,15.567,4_3,15.704,15.702,15.704,4_3,15.975,15.977,15.98,4_3,16.246,16.245,16.25,4_3,16.754,16.75,16.75,292590,291972,295347,1245921,1243094,1249199,303004,297520,302699,1261965,1256180,1262566,308839,306010,306047,1343725,1345350,1342871,300672,299868,298410,1266614,1264007,1264041,305795,305978,305978,1337432,1330982,1330069,24,Darren,O3,0.102,0.075,0.095,O11,0.186,0.211,0.232,NA,NA,NA,NA,0.063,0.076,0.071,0.192,0.22,0.214,26,18,20,0,0,0,0.5,0.473,0.473,0.5,0.458,0.494,0.432,0.4,0.444,0.529,0.53,0.567,0.518,0.487,0.499,0.455,0.469,0.455,0.419,0.512,0.418,0.441,0.446,0.461,0.479,0.456,0.457,0.537,0.516,0.515,0.551,0.558,0.535
I3H4,no,4_3,4,4_3,10.905,10.904,10.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,0.576,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I3H8,yes,4_3,4,NA,NA,NA,NA,4_3,20.553,20.555,20.551,4_3,20.587,20.587,20.586,4_3,20.618,20.618,20.618,4_3,20.63,20.63,20.635,NA,NA,NA,NA,NA,NA,304842,307967,304864,1686021,1684428,1687853,311035,311884,311051,1325048,1324829,1327655,310777,310751,310416,1313207,1321841,1312507,317738,316758,318290,381640,393548,402982,15,Olivia,O3,0.077,0.067,0.087,O11,0.267,0.441,0.338,NA,NA,NA,NA,0.074,0.093,0.1,0.245,0.283,0.291,19,29,44,0,0,0,NA,NA,NA,0.584,0.595,0.587,0.587,0.568,0.564,0.604,0.681,0.669,0.603,0.609,0.602,0.573,0.597,0.586,0.529,0.433,0.512,0.584,0.539,0.582,0.548,0.519,0.486,0.312,0.323,0.312,0.286,0.31,0.276
I3I10,yes,4_3,4,NA,NA,NA,NA,NA,NA,NA,NA,4_3,12.358,12.357,12.359,4_3,12.39,12.388,12.391,4_3,12.394,12.394,12.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311269,311865,313576,416975,420286,414036,303709,300691,201684,408654,410658,409594,302007,309800,305084,427520,428136,427064,14,Olivia,O3,0.054,0.073,0.064,O11,0.357,0.407,0.358,NA,NA,NA,NA,0.127,0.157,0.144,0.295,0.341,0.333,86,87,56,0,0,0,NA,NA,NA,NA,NA,NA,0.53,0.525,0.529,0.572,0.56,0.558,0.553,0.578,0.537,0.544,0.545,0.463,0.491,0.532,0.525,0.528,0.528,0.516,0.699,0.585,0.569,0.571,0.56,0.568,0.548,0.557,0.545
I3I4,yes,4_3,4,4_3,21.296,21.293,21.295,4_3,21.383,21.381,21.386,4_3,21.468,21.467,21.468,4_3,21.602,21.599,21.6,4_3,21.947,21.95,21.949,300454,299952,298823,1502676,1499572,1498778,304731,299962,301635,1549306,1555304,1549636,310212,305715,308277,1591136,1590495,1589756,310522,307320,307283,1605956,1606826,1599801,314126,309984,311703,1652649,1653173,1655040,22,Darren,O3,0.192,0.185,0.17,O11,0.334,0.498,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,47,38,1,0,0,0.585,0.583,0.59,0.63,0.576,0.584,0.515,0.525,0.515,0.555,0.573,0.567,0.578,0.584,0.586,0.548,0.556,0.543,0.563,0.521,0.515,0.587,0.577,0.629,0.568,0.578,0.563,0.561,0.572,0.564,0.597,0.601,0.599
I4G4,yes,4_3,4,4_3,16.305,16.3,16.299,4_3,16.284,16.287,16.282,4_3,16.278,16.278,17.278,4_3,16.326,16.327,16.325,4_3,16.479,16.48,16.478,295080,295414,294585,1137254,1139123,1135513,308599,307793,308802,1107204,1101044,1112964,309894,305449,312120,1115262,1121071,1125951,310923,310205,310376,1134389,1128273,1132119,306509,307185,303515,1131628,1132815,1130327,NA,NA,O3,0.1,0.135,0.123,O12,0.466,0.559,0.392,NA,NA,NA,NA,0.026,0.027,0.022,0.082,0.09,0.085,NA,NA,NA,NA,NA,NA,0.517,0.507,0.489,0.6,0.569,0.529,0.463,0.446,0.478,0.542,0.533,0.518,0.534,0.579,0.539,0.556,0.526,0.53,0.521,0.524,0.534,0.589,0.569,0.565,0.559,0.534,0.545,0.583,0.573,0.553,0.591,0.601,0.598
I4H4,yes,4_3,4,4_3,17.77,17.771,17.768,4_3,17.81,17.808,17.81,4_3,17.96,17.961,17.961,4_3,18.347,18.344,18.343,4_3,19.084,19.075,19.086,292601,288818,289584,1113789,1113802,1113599,303905,303376,300507,1143054,1142620,1150892,307976,307725,307970,1160058,1157329,1156740,300700,298912,299768,1149259,1153344,1152502,310650,305977,309992,1207261,1204579,1207249,16,Olivia,O3,0.126,0.11,0.101,O12,0.322,0.387,0.279,NA,NA,NA,NA,0.041,0.042,0.052,0.107,0.112,0.124,35,60,55,0,0,0,0.501,0.527,0.542,0.563,0.589,0.504,0.493,0.505,0.472,0.555,0.545,0.52,0.586,0.588,0.573,0.559,0.552,0.569,0.512,0.487,0.521,0.493,0.53,0.49,0.578,0.576,0.567,0.609,0.624,0.621,0.597,0.618,0.627
I4I4,yes,4_3,4,4_3,10.481,10.481,10.478,4_3,10.521,10.522,10.521,4_3,10.531,10.528,10.529,4_3,10.544,10.542,10.54,4_3,10.692,10.692,10.691,298000,295130,295000,940968,940629,940944,305245,307200,308024,944918,949800,947629,312411,310484,313264,931662,932663,925476,311999,311618,309733,888672,895281,899579,311186,308168,311231,880087,883845,888054,10,Lauren,O2,0.163,0.138,0.122,O12,0.471,0.448,0.347,NA,NA,NA,NA,0.038,0.052,0.056,0.099,0.122,0.126,70,64,61,0,0,0,0.541,0.537,0.534,0.53,0.576,0.594,0.525,0.468,0.535,0.572,0.589,0.588,0.605,0.621,0.611,0.573,0.579,0.56,0.531,0.564,0.564,0.584,0.573,0.547,0.593,0.578,0.613,0.58,0.571,0.583,0.608,0.639,0.603
O2G4,yes,4_3,4,4_3,17.08,17.084,17.082,4_3,17.092,17.091,17.093,4_3,17.143,17.143,17.143,4_3,17.218,17.215,17.216,4_3,17.384,17.387,17.38,301086,297763,297963,1291545,1294549,1293555,306611,310248,309978,1297667,1297718,1302171,311607,311863,311538,1308993,1308693,1308561,300642,300354,300039,1308838,1304697,1308455,305915,308750,307629,1353223,1351226,1352906,21,Darren,O3,0.076,0.058,0.062,O12,0.235,0.267,0.194,NA,NA,NA,NA,0.018,0.027,0.024,0.043,0.056,0.053,10,12,8,0,0,0,0.536,0.522,0.528,0.567,0.561,0.588,0.465,0.345,0.456,0.458,0.469,0.414,0.477,0.477,0.468,0.432,0.512,0.442,0.445,0.441,0.428,0.426,0.397,0.374,0.438,0.419,0.412,0.442,0.418,0.45,0.44,0.47,0.442
O2H4,no,4_3,4,4_3,15.755,15.755,15.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296405,299554,297190,1358029,1356422,1354954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.563,0.561,0.621,0.581,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2I4,yes,4_3,4,4_3,16.271,16.273,16.271,4_3,16.333,16.34,16.334,4_3,16.572,16.573,16.574,4_3,16.988,16.989,16.99,4_3,17.931,17.935,17.934,NA,NA,NA,NA,NA,NA,308493,301416,304917,1261394,1264753,1255735,312413,311860,312150,1277714,1279717,1276766,308169,307818,308908,1307709,1308894,1302825,307627,307234,306151,1361111,1366487,1358269,15,Lauren,O3,0.221,0.193,0.202,O12,0.49,0.585,0.587,NA,NA,NA,NA,0.066,0.082,0.089,0.195,0.231,0.236,103,37,94,0,0,0,0.607,0.584,0.584,0.628,0.598,0.605,0.535,0.57,0.574,0.605,0.573,0.629,0.615,0.632,0.636,0.603,0.599,0.607,0.603,0.606,0.586,0.626,0.615,0.629,0.605,0.629,0.604,0.604,0.615,0.618,0.611,0.602,0.609
O3G4,no,4_3,4,4_3,15.917,15.923,15.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295654,294786,297838,1290043,1304223,1287634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.626,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3G7,yes,4_3,4,NA,NA,NA,NA,4_3,15.28,15.28,15.282,4_3,15.321,15.323,15.323,4_3,15.412,15.41,15.41,4_3,15.627,15.631,15.633,NA,NA,NA,NA,NA,NA,305231,307472,307437,865296,865867,866524,310756,304637,309644,834708,844288,836513,300733,296611,299177,850053,857773,861896,309175,305658,307979,864883,869808,868325,15,Olivia,D4,0.035,0.039,0.03,O12,0.2,0.172,0.185,NA,NA,NA,NA,0.058,0.059,0.058,0.09,0.096,0.094,29,19,25,0,0,0,NA,NA,NA,NA,NA,NA,0.544,0.526,0.553,0.559,0.559,0.588,0.613,0.597,0.584,0.585,0.565,0.616,0.514,0.553,0.507,0.557,0.597,0.562,0.596,0.56,0.549,0.541,0.534,0.547,0.544,0.563,0.549
O3H4,no,4_3,4,4_3,11.48,11.476,11.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297996,294703,297261,959925,958587,961003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,0.545,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3H7,yes,4_3,4,NA,NA,NA,NA,4_3,17.002,17.001,17.005,4_3,17.115,17.116,17.116,4_3,17.307,17.304,17.306,4_3,17.722,17.724,17.723,NA,NA,NA,NA,NA,NA,305237,308576,308548,938076,934953,935900,308220,306836,310170,943211,940568,940314,303068,298202,301983,972105,975186,976918,307032,303881,305509,961975,959668,960579,20,Darren,O3,0.071,0.074,0.065,O12,0.285,0.244,0.267,NA,NA,NA,NA,0.068,0.092,0.095,0.212,0.251,0.258,27,22,23,0,0,0,NA,NA,NA,NA,NA,NA,0.514,0.535,0.54,0.592,0.574,0.593,0.616,0.596,0.613,0.57,0.581,0.563,0.524,0.531,0.527,0.554,0.57,0.563,0.57,0.588,0.566,0.559,0.559,0.566,0.532,0.543,0.517
O3I13,yes,4_3,4,4_3,13.835,13.829,13.828,4_3,13.806,13.804,13.801,4_3,13.704,13.703,13.703,4_3,13.646,13.645,13.644,4_3,13.697,13.701,13.697,299315,298808,301398,824860,825901,825521,303579,305263,305269,834740,836007,840336,309066,307973,308242,801908,795717,794254,300325,299556,300108,838866,839620,837175,306979,306775,308780,864295,861932,866155,16,Olivia,O5,0.019,0.008,0.014,O12,0.206,0.184,0.152,NA,NA,NA,NA,0.056,0.058,0.058,0.087,0.091,0.091,34,41,44,1,0,0,NA,NA,NA,0.49,0.483,0.487,0.448,0.44,0.437,0.505,0.458,0.466,0.471,0.47,0.423,0.482,0.474,0.472,0.423,0.474,0.465,0.496,0.494,0.48,0.553,0.563,0.509,0.452,0.436,0.499,0.45,0.429,0.43
O4H11,yes,4_3,4,4_3,13.57,13.568,13.565,4_3,13.639,13.64,13.641,4_3,13.932,13.931,13.931,4_3,14.312,14.313,14.312,4_3,15.091,15.093,15.091,298065,301555,300389,1056116,1054380,1051275,309316,308841,306322,1065948,1070637,1071416,307078,310721,308501,1104187,1107444,1109382,310719,309232,310083,1103405,1108605,1106348,309579,307009,306502,1200872,1200948,1200838,22,Alyssa,O3,0.091,0.131,0.13,O12,0.284,0.366,0.29,NA,NA,NA,NA,0.027,0.043,0.053,0.109,0.131,0.141,56,31,42,0,0,0,NA,NA,NA,0.573,0.562,0.546,0.496,0.527,0.556,0.532,0.551,0.522,0.535,0.59,0.542,0.563,0.512,0.51,0.444,0.425,0.411,0.449,0.415,0.436,0.435,0.454,0.407,0.418,0.429,0.386,0.451,0.453,0.449
O4I4,no,4_3,4,4_3,13.338,13.335,13.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294213,291912,294965,1228289,1224939,1224395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662,0.639,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4I7,no,4_3,4,NA,NA,NA,NA,4_3,18.748,18.748,18.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306340,305197,306328,1484508,1483164,1495317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583,0.543,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2A5,no,5_1,5,5_1,26.493,26.496,26.495,5_1,26.651,26.648,26.649,5_1,26.92,26.921,26.918,NA,NA,NA,NA,NA,NA,NA,NA,295842,304502,305828,1627681,1628986,1630573,302183,303257,302965,1691227,1707871,1701914,306772,307340,306516,1147867,1131225,1156988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.629,0.639,0.545,0.571,0.457,0.549,0.517,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2B5,no,5_1,5,5_1,25.239,25.23,25.225,5_1,25.332,25.333,25.326,5_1,25.233,25.232,25.229,NA,NA,NA,NA,NA,NA,NA,NA,286294,292634,288250,1482033,1482997,1482224,303404,305638,305083,1515572,1520541,1519411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,0.578,0.579,0.591,0.579,0.577,0.56,0.53,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2C5,yes,5_1,5,5_1,18.522,18.52,18.52,5_1,18.616,18.617,18.613,5_1,18.744,18.744,18.746,5_1,18.833,18.826,18.826,5_1,18.928,18.929,18.929,293760,306005,300370,1289002,1288306,1289017,301065,304633,302442,1331093,1335045,1334502,309409,307485,307208,1360338,1348759,1378546,291999,290106,292230,1345831,1351006,1346098,312986,311608,313516,1410395,1406411,1407033,21,Darren,D8,0.08,0.11,0.089,O12,0.26,0.269,0.216,NA,NA,NA,NA,0.019,0.053,0.06,0.032,0.066,0.072,8,4,6,0,0,0,0.627,0.633,0.62,0.58,0.636,0.618,0.623,0.548,0.551,0.547,0.579,0.546,0.57,0.558,0.57,0.515,0.538,0.511,0.526,0.52,0.542,0.553,0.551,0.549,0.49,0.517,0.5,0.498,0.517,0.506,0.506,0.518,0.488
I3A5,no,5_1,5,5_1,17.939,17.937,17.933,5_1,18.08,18.083,18.081,5_1,18.259,18.258,18.258,NA,NA,NA,NA,NA,NA,NA,NA,296998,293748,298084,1329662,1328296,1332118,299248,299273,303030,1370075,1377043,1375842,305206,304638,307128,1402965,1412567,1394258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627,0.636,0.632,0.584,0.589,0.595,0.565,0.559,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I3B5,yes,5_1,5,5_1,10.965,10.962,10.961,5_1,11.086,11.085,11.086,5_1,11.195,11.198,11.195,5_1,11.437,11.437,11.436,5_1,12.061,12.063,12.059,301912,303005,302992,970794,971412,971054,304392,306880,304382,980833,985239,983997,307982,306590,311288,971520,972960,970889,297867,296232,297557,984481,981408,984790,320310,320553,322498,1060548,1059694,1058518,20,Darren,D4,0.164,0.15,0.147,O12,0.378,0.383,0.346,NA,NA,NA,NA,0.103,0.109,0.111,0.197,0.217,0.217,73,103,85,0,0,0,0.599,0.559,0.578,0.535,0.529,0.458,0.55,0.491,0.513,0.556,0.546,0.52,0.514,0.512,0.527,0.399,0.429,0.423,0.52,0.523,0.527,0.538,0.505,0.491,0.489,0.487,0.502,0.532,0.52,0.533,0.525,0.539,0.508
I4A1,yes,5_1,5,1_1,22.315,22.323,22.315,1_1,22.244,22.245,22.244,1_1,22.126,22.128,22.134,5_1,22.03,22.017,22.025,5_1,22.046,22.045,22.043,295391,298095,298390,1508933,1507652,1506977,293513,295922,299454,1540101,1542288,1542635,308123,309973,311628,1529280,1528360,1530581,301448,298133,300875,1503364,1504879,1501783,319130,319744,318608,1547698,1556353,1555122,21,Darren,D8,0.124,0.141,0.139,O12,0.313,0.312,0.264,NA,NA,NA,NA,0.023,0.037,0.036,0.1,0.122,0.119,44,12,31,0,0,0,0.651,0.661,0.674,0.564,0.595,0.557,0.611,0.627,0.619,0.548,0.567,0.555,0.559,0.556,0.586,0.581,0.574,0.563,0.606,0.596,0.613,0.613,0.607,0.611,0.582,0.561,0.571,0.577,0.578,0.596,0.593,0.597,0.592
I4B5,yes,5_1,5,5_1,17.205,17.203,17.205,5_1,17.3,17.3,17.3,5_1,17.491,17.471,17.471,5_1,17.658,17.663,17.662,5_1,18.112,18.11,18.109,293836,290550,294826,1278779,1276828,1278415,304965,305236,307464,1312662,1310056,1313028,305760,306929,303654,1305585,1306493,1305387,290567,290274,288632,1284451,1283900,1285060,318866,320270,318900,1371036,1363891,1372039,19,Darren,D6,0.07,0.071,0.076,O12,0.276,0.418,0.364,NA,NA,NA,NA,0.106,0.119,0.125,0.113,0.126,0.133,43,27,41,0,0,1,0.619,0.619,0.616,0.635,0.625,0.561,0.531,0.544,0.597,0.554,0.568,0.569,0.536,0.566,0.526,0.548,0.543,0.556,0.538,0.533,0.546,0.539,0.549,0.536,0.558,0.572,0.565,0.557,0.592,0.589,0.552,0.574,0.566
I4C5,no,5_1,5,5_1,21.218,21.217,21.214,5_1,21.296,21.295,21.292,5_1,21.363,21.365,21.365,NA,NA,NA,NA,NA,NA,NA,NA,295936,284044,296958,1248275,1250520,1249927,302733,304071,307428,1285137,1289606,1285969,309581,310211,309536,1325564,1327879,1327034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.605,0.599,0.55,0.528,0.518,0.519,0.533,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2A2,no,5_1,5,NA,NA,NA,NA,5_1,15.26,15.263,15.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304388,305499,304614,987950,990402,986711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632,0.622,0.635,NA,NA,NA,0.565,0.549,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2A5,no,5_1,5,5_1,17.79,17.791,17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301941,301610,300262,1496339,1507927,1498029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.604,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2B1,yes,5_1,5,1_1,23.032,23.031,23.031,1_1,23.094,23.095,23.094,1_1,23.162,23.163,23.165,5_1,23.186,23.187,23.185,5_1,23.575,23.577,23.574,294877,295957,295674,1686320,1686232,1684954,296216,294508,295637,1708009,1712090,1704908,308163,309566,309828,1697792,1696982,1698524,303559,304088,304389,1628933,1626886,1624006,323655,323393,324817,1724147,1723579,1725142,8,Joyce,D2,0.451,0.477,0.476,O12,0.963,0.965,0.911,NA,NA,NA,NA,0.1,0.115,0.12,0.206,0.236,0.244,229,222,104,0,0,0,0.646,0.654,0.652,0.6,0.592,0.568,0.606,0.6,0.58,0.534,0.53,0.509,0.582,0.532,0.54,0.533,0.511,0.533,0.569,0.6,0.544,0.571,0.542,0.551,0.582,0.585,0.568,0.545,0.557,0.545,0.568,0.58,0.585
